UserID,UserBg,PerformanceName,Question,Answer
1035,Stem,Perf_4,A human dancer would be able to easily reproduce the choreography,2
1036,Stem,Perf_4,The choreography links well with the music and the rhythm,1
1036,Stem,Perf_4,The transition between one pose and the next are smooth and not forced,2
1036,Stem,Perf_4,The interpreter is able to involve the public,1
1036,Stem,Perf_4,The intepreter makes a satisfying use of the space,2
1036,Stem,Perf_4,The movements performed during the choreography are so natural that resemble human ones,1
1036,Stem,Perf_4,A human dancer would be able to easily reproduce the choreography,2
1037,Stem,Perf_4,The choreography links well with the music and the rhythm,2
1037,Stem,Perf_4,The transition between one pose and the next are smooth and not forced,5
1037,Stem,Perf_4,The interpreter is able to involve the public,3
1037,Stem,Perf_4,The intepreter makes a satisfying use of the space,2
1037,Stem,Perf_4,The movements performed during the choreography are so natural that resemble human ones,4
1037,Stem,Perf_4,A human dancer would be able to easily reproduce the choreography,3
1038,Stem,Perf_4,The choreography links well with the music and the rhythm,5
1038,Stem,Perf_4,The transition between one pose and the next are smooth and not forced,4
1038,Stem,Perf_4,The interpreter is able to involve the public,5
1038,Stem,Perf_4,The intepreter makes a satisfying use of the space,4
1038,Stem,Perf_4,The movements performed during the choreography are so natural that resemble human ones,2
1038,Stem,Perf_4,A human dancer would be able to easily reproduce the choreography,5
1039,Stem,Perf_4,The choreography links well with the music and the rhythm,3
1039,Stem,Perf_4,The transition between one pose and the next are smooth and not forced,3
1039,Stem,Perf_4,The interpreter is able to involve the public,3
1039,Stem,Perf_4,The intepreter makes a satisfying use of the space,4
1039,Stem,Perf_4,The movements performed during the choreography are so natural that resemble human ones,1
1039,Stem,Perf_4,A human dancer would be able to easily reproduce the choreography,5
1040,Stem,Perf_4,The choreography links well with the music and the rhythm,5
1040,Stem,Perf_4,The transition between one pose and the next are smooth and not forced,5
1040,Stem,Perf_4,The interpreter is able to involve the public,5
1040,Stem,Perf_4,The intepreter makes a satisfying use of the space,5
1040,Stem,Perf_4,The movements performed during the choreography are so natural that resemble human ones,5
1040,Stem,Perf_4,A human dancer would be able to easily reproduce the choreography,5
1041,Stem,Perf_4,The choreography links well with the music and the rhythm,5
1041,Stem,Perf_4,The transition between one pose and the next are smooth and not forced,4
1041,Stem,Perf_4,The interpreter is able to involve the public,4
1041,Stem,Perf_4,The intepreter makes a satisfying use of the space,4
1041,Stem,Perf_4,The movements performed during the choreography are so natural that resemble human ones,5
1041,Stem,Perf_4,A human dancer would be able to easily reproduce the choreography,5
1042,Stem,Perf_4,The choreography links well with the music and the rhythm,5
1042,Stem,Perf_4,The transition between one pose and the next are smooth and not forced,3
1042,Stem,Perf_4,The interpreter is able to involve the public,5
1042,Stem,Perf_4,The intepreter makes a satisfying use of the space,5
1042,Stem,Perf_4,The movements performed during the choreography are so natural that resemble human ones,3
1042,Stem,Perf_4,A human dancer would be able to easily reproduce the choreography,4
1043,Stem,Perf_4,The choreography links well with the music and the rhythm,4
1043,Stem,Perf_4,The transition between one pose and the next are smooth and not forced,3
1043,Stem,Perf_4,The interpreter is able to involve the public,2
1043,Stem,Perf_4,The intepreter makes a satisfying use of the space,3
1043,Stem,Perf_4,The movements performed during the choreography are so natural that resemble human ones,2
1043,Stem,Perf_4,A human dancer would be able to easily reproduce the choreography,5
1044,Stem,Perf_4,The choreography links well with the music and the rhythm,2
1044,Stem,Perf_4,The transition between one pose and the next are smooth and not forced,2
1044,Stem,Perf_4,The interpreter is able to involve the public,2
1044,Stem,Perf_4,The intepreter makes a satisfying use of the space,4
1044,Stem,Perf_4,The movements performed during the choreography are so natural that resemble human ones,2
1044,Stem,Perf_4,A human dancer would be able to easily reproduce the choreography,5
1045,Stem,Perf_4,The choreography links well with the music and the rhythm,4
1045,Stem,Perf_4,The transition between one pose and the next are smooth and not forced,4
1045,Stem,Perf_4,The interpreter is able to involve the public,3
1045,Stem,Perf_4,The intepreter makes a satisfying use of the space,3
1045,Stem,Perf_4,The movements performed during the choreography are so natural that resemble human ones,2
1045,Stem,Perf_4,A human dancer would be able to easily reproduce the choreography,5
1046,Stem,Perf_4,The choreography links well with the music and the rhythm,1
1046,Stem,Perf_4,The transition between one pose and the next are smooth and not forced,1
1046,Stem,Perf_4,The interpreter is able to involve the public,1
1046,Stem,Perf_4,The intepreter makes a satisfying use of the space,1
1046,Stem,Perf_4,The movements performed during the choreography are so natural that resemble human ones,1
1046,Stem,Perf_4,A human dancer would be able to easily reproduce the choreography,3
1047,Stem,Perf_4,The choreography links well with the music and the rhythm,4
1047,Stem,Perf_4,The transition between one pose and the next are smooth and not forced,3
1047,Stem,Perf_4,The interpreter is able to involve the public,3
1047,Stem,Perf_4,The intepreter makes a satisfying use of the space,4
1047,Stem,Perf_4,The movements performed during the choreography are so natural that resemble human ones,4
1047,Stem,Perf_4,A human dancer would be able to easily reproduce the choreography,4
1048,Stem,Perf_4,The choreography links well with the music and the rhythm,3
1048,Stem,Perf_4,The transition between one pose and the next are smooth and not forced,2
1048,Stem,Perf_4,The interpreter is able to involve the public,2
1048,Stem,Perf_4,The intepreter makes a satisfying use of the space,3
1048,Stem,Perf_4,The movements performed during the choreography are so natural that resemble human ones,2
1048,Stem,Perf_4,A human dancer would be able to easily reproduce the choreography,4
1049,Stem,Perf_4,The choreography links well with the music and the rhythm,3
1049,Stem,Perf_4,The transition between one pose and the next are smooth and not forced,3
1049,Stem,Perf_4,The interpreter is able to involve the public,4
1049,Stem,Perf_4,The intepreter makes a satisfying use of the space,5
1049,Stem,Perf_4,The movements performed during the choreography are so natural that resemble human ones,2
1049,Stem,Perf_4,A human dancer would be able to easily reproduce the choreography,4
1050,Stem,Perf_4,The choreography links well with the music and the rhythm,2
1050,Stem,Perf_4,The transition between one pose and the next are smooth and not forced,2
1050,Stem,Perf_4,The interpreter is able to involve the public,2
1050,Stem,Perf_4,The intepreter makes a satisfying use of the space,3
1050,Stem,Perf_4,The movements performed during the choreography are so natural that resemble human ones,2
1050,Stem,Perf_4,A human dancer would be able to easily reproduce the choreography,4
1051,Stem,Perf_4,The choreography links well with the music and the rhythm,3
1051,Stem,Perf_4,The transition between one pose and the next are smooth and not forced,3
1051,Stem,Perf_4,The interpreter is able to involve the public,3
1051,Stem,Perf_4,The intepreter makes a satisfying use of the space,3
1051,Stem,Perf_4,The movements performed during the choreography are so natural that resemble human ones,3
1051,Stem,Perf_4,A human dancer would be able to easily reproduce the choreography,5
1052,Stem,Perf_4,The choreography links well with the music and the rhythm,4
1052,Stem,Perf_4,The transition between one pose and the next are smooth and not forced,4
1052,Stem,Perf_4,The interpreter is able to involve the public,4
1052,Stem,Perf_4,The intepreter makes a satisfying use of the space,4
1052,Stem,Perf_4,The movements performed during the choreography are so natural that resemble human ones,3
1052,Stem,Perf_4,A human dancer would be able to easily reproduce the choreography,4
1053,Stem,Perf_4,The choreography links well with the music and the rhythm,5
1053,Stem,Perf_4,The transition between one pose and the next are smooth and not forced,4
1053,Stem,Perf_4,The interpreter is able to involve the public,4
1053,Stem,Perf_4,The intepreter makes a satisfying use of the space,4
1053,Stem,Perf_4,The movements performed during the choreography are so natural that resemble human ones,2
1053,Stem,Perf_4,A human dancer would be able to easily reproduce the choreography,5
1054,Stem,Perf_4,The choreography links well with the music and the rhythm,2
1054,Stem,Perf_4,The transition between one pose and the next are smooth and not forced,2
1054,Stem,Perf_4,The interpreter is able to involve the public,3
1054,Stem,Perf_4,The intepreter makes a satisfying use of the space,2
1054,Stem,Perf_4,The movements performed during the choreography are so natural that resemble human ones,2
1054,Stem,Perf_4,A human dancer would be able to easily reproduce the choreography,4
993,Stem,Perf_5,The choreography links well with the music and the rhythm,5
993,Stem,Perf_5,The transition between one pose and the next are smooth and not forced,4
993,Stem,Perf_5,The interpreter is able to involve the public,4
993,Stem,Perf_5,The intepreter makes a satisfying use of the space,4
993,Stem,Perf_5,The movements performed during the choreography are so natural that resemble human ones,5
993,Stem,Perf_5,A human dancer would be able to easily reproduce the choreography,4
994,Stem,Perf_5,The choreography links well with the music and the rhythm,4
994,Stem,Perf_5,The transition between one pose and the next are smooth and not forced,4
994,Stem,Perf_5,The interpreter is able to involve the public,3
994,Stem,Perf_5,The intepreter makes a satisfying use of the space,3
994,Stem,Perf_5,The movements performed during the choreography are so natural that resemble human ones,2
994,Stem,Perf_5,A human dancer would be able to easily reproduce the choreography,3
995,Stem,Perf_5,The choreography links well with the music and the rhythm,4
995,Stem,Perf_5,The transition between one pose and the next are smooth and not forced,4
995,Stem,Perf_5,The interpreter is able to involve the public,4
995,Stem,Perf_5,The intepreter makes a satisfying use of the space,4
995,Stem,Perf_5,The movements performed during the choreography are so natural that resemble human ones,4
995,Stem,Perf_5,A human dancer would be able to easily reproduce the choreography,4
996,Stem,Perf_5,The choreography links well with the music and the rhythm,4
996,Stem,Perf_5,The transition between one pose and the next are smooth and not forced,3
996,Stem,Perf_5,The interpreter is able to involve the public,4
996,Stem,Perf_5,The intepreter makes a satisfying use of the space,4
996,Stem,Perf_5,The movements performed during the choreography are so natural that resemble human ones,4
996,Stem,Perf_5,A human dancer would be able to easily reproduce the choreography,4
997,Stem,Perf_5,The choreography links well with the music and the rhythm,2
997,Stem,Perf_5,The transition between one pose and the next are smooth and not forced,2
997,Stem,Perf_5,The interpreter is able to involve the public,1
997,Stem,Perf_5,The intepreter makes a satisfying use of the space,1
997,Stem,Perf_5,The movements performed during the choreography are so natural that resemble human ones,2
997,Stem,Perf_5,A human dancer would be able to easily reproduce the choreography,3
998,Stem,Perf_5,The choreography links well with the music and the rhythm,4
998,Stem,Perf_5,The transition between one pose and the next are smooth and not forced,4
998,Stem,Perf_5,The interpreter is able to involve the public,4
998,Stem,Perf_5,The intepreter makes a satisfying use of the space,4
998,Stem,Perf_5,The movements performed during the choreography are so natural that resemble human ones,4
998,Stem,Perf_5,A human dancer would be able to easily reproduce the choreography,4
999,Stem,Perf_5,The choreography links well with the music and the rhythm,4
999,Stem,Perf_5,The transition between one pose and the next are smooth and not forced,1
999,Stem,Perf_5,The interpreter is able to involve the public,4
999,Stem,Perf_5,The intepreter makes a satisfying use of the space,2
999,Stem,Perf_5,The movements performed during the choreography are so natural that resemble human ones,1
999,Stem,Perf_5,A human dancer would be able to easily reproduce the choreography,4
1000,Stem,Perf_5,The choreography links well with the music and the rhythm,4
1000,Stem,Perf_5,The transition between one pose and the next are smooth and not forced,4
1000,Stem,Perf_5,The interpreter is able to involve the public,2
1000,Stem,Perf_5,The intepreter makes a satisfying use of the space,2
1000,Stem,Perf_5,The movements performed during the choreography are so natural that resemble human ones,4
1000,Stem,Perf_5,A human dancer would be able to easily reproduce the choreography,4
1001,Stem,Perf_5,The choreography links well with the music and the rhythm,4
1001,Stem,Perf_5,The transition between one pose and the next are smooth and not forced,4
1001,Stem,Perf_5,The interpreter is able to involve the public,4
1001,Stem,Perf_5,The intepreter makes a satisfying use of the space,3
1001,Stem,Perf_5,The movements performed during the choreography are so natural that resemble human ones,4
1001,Stem,Perf_5,A human dancer would be able to easily reproduce the choreography,3
1002,Stem,Perf_5,The choreography links well with the music and the rhythm,4
1002,Stem,Perf_5,The transition between one pose and the next are smooth and not forced,4
1002,Stem,Perf_5,The interpreter is able to involve the public,4
1002,Stem,Perf_5,The intepreter makes a satisfying use of the space,4
1002,Stem,Perf_5,The movements performed during the choreography are so natural that resemble human ones,4
1002,Stem,Perf_5,A human dancer would be able to easily reproduce the choreography,4
1003,Stem,Perf_5,The choreography links well with the music and the rhythm,3
1003,Stem,Perf_5,The transition between one pose and the next are smooth and not forced,2
1003,Stem,Perf_5,The interpreter is able to involve the public,2
1003,Stem,Perf_5,The intepreter makes a satisfying use of the space,2
1003,Stem,Perf_5,The movements performed during the choreography are so natural that resemble human ones,4
1003,Stem,Perf_5,A human dancer would be able to easily reproduce the choreography,4
1004,Stem,Perf_5,The choreography links well with the music and the rhythm,4
1004,Stem,Perf_5,The transition between one pose and the next are smooth and not forced,2
1004,Stem,Perf_5,The interpreter is able to involve the public,3
1004,Stem,Perf_5,The intepreter makes a satisfying use of the space,2
1004,Stem,Perf_5,The movements performed during the choreography are so natural that resemble human ones,2
1004,Stem,Perf_5,A human dancer would be able to easily reproduce the choreography,2
1005,Stem,Perf_5,The choreography links well with the music and the rhythm,4
1005,Stem,Perf_5,The transition between one pose and the next are smooth and not forced,3
1005,Stem,Perf_5,The interpreter is able to involve the public,4
1005,Stem,Perf_5,The intepreter makes a satisfying use of the space,4
1005,Stem,Perf_5,The movements performed during the choreography are so natural that resemble human ones,3
1005,Stem,Perf_5,A human dancer would be able to easily reproduce the choreography,5
1006,Stem,Perf_5,The choreography links well with the music and the rhythm,4
1006,Stem,Perf_5,The transition between one pose and the next are smooth and not forced,2
1006,Stem,Perf_5,The interpreter is able to involve the public,2
1006,Stem,Perf_5,The intepreter makes a satisfying use of the space,3
1006,Stem,Perf_5,The movements performed during the choreography are so natural that resemble human ones,2
1006,Stem,Perf_5,A human dancer would be able to easily reproduce the choreography,4
1007,Stem,Perf_5,The choreography links well with the music and the rhythm,4
1007,Stem,Perf_5,The transition between one pose and the next are smooth and not forced,4
1007,Stem,Perf_5,The interpreter is able to involve the public,5
1007,Stem,Perf_5,The intepreter makes a satisfying use of the space,2
1007,Stem,Perf_5,The movements performed during the choreography are so natural that resemble human ones,5
1007,Stem,Perf_5,A human dancer would be able to easily reproduce the choreography,5
1008,Stem,Perf_5,The choreography links well with the music and the rhythm,4
1008,Stem,Perf_5,The transition between one pose and the next are smooth and not forced,3
1008,Stem,Perf_5,The interpreter is able to involve the public,4
1008,Stem,Perf_5,The intepreter makes a satisfying use of the space,3
1008,Stem,Perf_5,The movements performed during the choreography are so natural that resemble human ones,2
1008,Stem,Perf_5,A human dancer would be able to easily reproduce the choreography,5
1009,Stem,Perf_5,The choreography links well with the music and the rhythm,5
1009,Stem,Perf_5,The transition between one pose and the next are smooth and not forced,5
1009,Stem,Perf_5,The interpreter is able to involve the public,5
1009,Stem,Perf_5,The intepreter makes a satisfying use of the space,4
1009,Stem,Perf_5,The movements performed during the choreography are so natural that resemble human ones,5
1009,Stem,Perf_5,A human dancer would be able to easily reproduce the choreography,5
1010,Stem,Perf_5,The choreography links well with the music and the rhythm,2
1010,Stem,Perf_5,The transition between one pose and the next are smooth and not forced,2
1010,Stem,Perf_5,The interpreter is able to involve the public,5
1010,Stem,Perf_5,The intepreter makes a satisfying use of the space,4
1010,Stem,Perf_5,The movements performed during the choreography are so natural that resemble human ones,5
1010,Stem,Perf_5,A human dancer would be able to easily reproduce the choreography,5
1011,Stem,Perf_5,The choreography links well with the music and the rhythm,2
1011,Stem,Perf_5,The transition between one pose and the next are smooth and not forced,3
1011,Stem,Perf_5,The interpreter is able to involve the public,3
1011,Stem,Perf_5,The intepreter makes a satisfying use of the space,4
1011,Stem,Perf_5,The movements performed during the choreography are so natural that resemble human ones,2
1011,Stem,Perf_5,A human dancer would be able to easily reproduce the choreography,3
1012,Stem,Perf_5,The choreography links well with the music and the rhythm,4
1012,Stem,Perf_5,The transition between one pose and the next are smooth and not forced,3
1012,Stem,Perf_5,The interpreter is able to involve the public,4
1012,Stem,Perf_5,The intepreter makes a satisfying use of the space,4
1012,Stem,Perf_5,The movements performed during the choreography are so natural that resemble human ones,3
1012,Stem,Perf_5,A human dancer would be able to easily reproduce the choreography,4
1013,Stem,Perf_5,The choreography links well with the music and the rhythm,4
1013,Stem,Perf_5,The transition between one pose and the next are smooth and not forced,4
1013,Stem,Perf_5,The interpreter is able to involve the public,4
1013,Stem,Perf_5,The intepreter makes a satisfying use of the space,4
1013,Stem,Perf_5,The movements performed during the choreography are so natural that resemble human ones,2
1013,Stem,Perf_5,A human dancer would be able to easily reproduce the choreography,5
1014,Stem,Perf_5,The choreography links well with the music and the rhythm,3
1014,Stem,Perf_5,The transition between one pose and the next are smooth and not forced,3
1014,Stem,Perf_5,The interpreter is able to involve the public,2
1014,Stem,Perf_5,The intepreter makes a satisfying use of the space,3
1014,Stem,Perf_5,The movements performed during the choreography are so natural that resemble human ones,2
1014,Stem,Perf_5,A human dancer would be able to easily reproduce the choreography,4
1015,Stem,Perf_5,The choreography links well with the music and the rhythm,4
1015,Stem,Perf_5,The transition between one pose and the next are smooth and not forced,3
1015,Stem,Perf_5,The interpreter is able to involve the public,3
1015,Stem,Perf_5,The intepreter makes a satisfying use of the space,3
1015,Stem,Perf_5,The movements performed during the choreography are so natural that resemble human ones,1
1015,Stem,Perf_5,A human dancer would be able to easily reproduce the choreography,2
1016,Stem,Perf_5,The choreography links well with the music and the rhythm,4
1016,Stem,Perf_5,The transition between one pose and the next are smooth and not forced,4
1016,Stem,Perf_5,The interpreter is able to involve the public,5
1016,Stem,Perf_5,The intepreter makes a satisfying use of the space,4
1016,Stem,Perf_5,The movements performed during the choreography are so natural that resemble human ones,4
1016,Stem,Perf_5,A human dancer would be able to easily reproduce the choreography,4
1017,Stem,Perf_5,The choreography links well with the music and the rhythm,4
1017,Stem,Perf_5,The transition between one pose and the next are smooth and not forced,4
1017,Stem,Perf_5,The interpreter is able to involve the public,2
1017,Stem,Perf_5,The intepreter makes a satisfying use of the space,3
1017,Stem,Perf_5,The movements performed during the choreography are so natural that resemble human ones,2
1017,Stem,Perf_5,A human dancer would be able to easily reproduce the choreography,4
1018,Stem,Perf_5,The choreography links well with the music and the rhythm,4
1018,Stem,Perf_5,The transition between one pose and the next are smooth and not forced,4
1018,Stem,Perf_5,The interpreter is able to involve the public,5
1018,Stem,Perf_5,The intepreter makes a satisfying use of the space,4
1018,Stem,Perf_5,The movements performed during the choreography are so natural that resemble human ones,3
1018,Stem,Perf_5,A human dancer would be able to easily reproduce the choreography,4
1019,Stem,Perf_5,The choreography links well with the music and the rhythm,4
1019,Stem,Perf_5,The transition between one pose and the next are smooth and not forced,4
1019,Stem,Perf_5,The interpreter is able to involve the public,4
1019,Stem,Perf_5,The intepreter makes a satisfying use of the space,2
1019,Stem,Perf_5,The movements performed during the choreography are so natural that resemble human ones,4
1019,Stem,Perf_5,A human dancer would be able to easily reproduce the choreography,4
1020,Stem,Perf_5,The choreography links well with the music and the rhythm,4
1020,Stem,Perf_5,The transition between one pose and the next are smooth and not forced,4
1020,Stem,Perf_5,The interpreter is able to involve the public,5
1020,Stem,Perf_5,The intepreter makes a satisfying use of the space,5
1020,Stem,Perf_5,The movements performed during the choreography are so natural that resemble human ones,4
1020,Stem,Perf_5,A human dancer would be able to easily reproduce the choreography,5
1021,Stem,Perf_5,The choreography links well with the music and the rhythm,4
1021,Stem,Perf_5,The transition between one pose and the next are smooth and not forced,2
1021,Stem,Perf_5,The interpreter is able to involve the public,3
1021,Stem,Perf_5,The intepreter makes a satisfying use of the space,4
1021,Stem,Perf_5,The movements performed during the choreography are so natural that resemble human ones,2
1021,Stem,Perf_5,A human dancer would be able to easily reproduce the choreography,5
1022,Stem,Perf_5,The choreography links well with the music and the rhythm,2
1022,Stem,Perf_5,The transition between one pose and the next are smooth and not forced,2
1022,Stem,Perf_5,The interpreter is able to involve the public,2
1022,Stem,Perf_5,The intepreter makes a satisfying use of the space,2
1022,Stem,Perf_5,The movements performed during the choreography are so natural that resemble human ones,2
1022,Stem,Perf_5,A human dancer would be able to easily reproduce the choreography,4
1023,Stem,Perf_5,The choreography links well with the music and the rhythm,4
1023,Stem,Perf_5,The transition between one pose and the next are smooth and not forced,4
1023,Stem,Perf_5,The interpreter is able to involve the public,4
1023,Stem,Perf_5,The intepreter makes a satisfying use of the space,4
1023,Stem,Perf_5,The movements performed during the choreography are so natural that resemble human ones,4
1023,Stem,Perf_5,A human dancer would be able to easily reproduce the choreography,3
1024,Stem,Perf_5,The choreography links well with the music and the rhythm,5
1024,Stem,Perf_5,The transition between one pose and the next are smooth and not forced,4
1024,Stem,Perf_5,The interpreter is able to involve the public,5
1024,Stem,Perf_5,The intepreter makes a satisfying use of the space,4
1024,Stem,Perf_5,The movements performed during the choreography are so natural that resemble human ones,4
1024,Stem,Perf_5,A human dancer would be able to easily reproduce the choreography,5
1025,Stem,Perf_5,The choreography links well with the music and the rhythm,2
1025,Stem,Perf_5,The transition between one pose and the next are smooth and not forced,3
1025,Stem,Perf_5,The interpreter is able to involve the public,3
1025,Stem,Perf_5,The intepreter makes a satisfying use of the space,2
1025,Stem,Perf_5,The movements performed during the choreography are so natural that resemble human ones,2
1025,Stem,Perf_5,A human dancer would be able to easily reproduce the choreography,4
1026,Stem,Perf_5,The choreography links well with the music and the rhythm,5
1026,Stem,Perf_5,The transition between one pose and the next are smooth and not forced,3
1026,Stem,Perf_5,The interpreter is able to involve the public,4
1026,Stem,Perf_5,The intepreter makes a satisfying use of the space,3
1026,Stem,Perf_5,The movements performed during the choreography are so natural that resemble human ones,4
1026,Stem,Perf_5,A human dancer would be able to easily reproduce the choreography,3
1027,Stem,Perf_5,The choreography links well with the music and the rhythm,4
1027,Stem,Perf_5,The transition between one pose and the next are smooth and not forced,4
1027,Stem,Perf_5,The interpreter is able to involve the public,4
1027,Stem,Perf_5,The intepreter makes a satisfying use of the space,4
1027,Stem,Perf_5,The movements performed during the choreography are so natural that resemble human ones,4
1027,Stem,Perf_5,A human dancer would be able to easily reproduce the choreography,4
1028,Stem,Perf_5,The choreography links well with the music and the rhythm,3
1028,Stem,Perf_5,The transition between one pose and the next are smooth and not forced,1
1028,Stem,Perf_5,The interpreter is able to involve the public,2
1028,Stem,Perf_5,The intepreter makes a satisfying use of the space,1
1028,Stem,Perf_5,The movements performed during the choreography are so natural that resemble human ones,2
1028,Stem,Perf_5,A human dancer would be able to easily reproduce the choreography,2
1029,Stem,Perf_5,The choreography links well with the music and the rhythm,4
1029,Stem,Perf_5,The transition between one pose and the next are smooth and not forced,4
1029,Stem,Perf_5,The interpreter is able to involve the public,4
1029,Stem,Perf_5,The intepreter makes a satisfying use of the space,4
1029,Stem,Perf_5,The movements performed during the choreography are so natural that resemble human ones,3
1029,Stem,Perf_5,A human dancer would be able to easily reproduce the choreography,3
1030,Stem,Perf_5,The choreography links well with the music and the rhythm,4
1030,Stem,Perf_5,The transition between one pose and the next are smooth and not forced,1
1030,Stem,Perf_5,The interpreter is able to involve the public,4
1030,Stem,Perf_5,The intepreter makes a satisfying use of the space,2
1030,Stem,Perf_5,The movements performed during the choreography are so natural that resemble human ones,1
1030,Stem,Perf_5,A human dancer would be able to easily reproduce the choreography,5
1031,Stem,Perf_5,The choreography links well with the music and the rhythm,4
1031,Stem,Perf_5,The transition between one pose and the next are smooth and not forced,2
1031,Stem,Perf_5,The interpreter is able to involve the public,1
1031,Stem,Perf_5,The intepreter makes a satisfying use of the space,2
1031,Stem,Perf_5,The movements performed during the choreography are so natural that resemble human ones,4
1031,Stem,Perf_5,A human dancer would be able to easily reproduce the choreography,4
1032,Stem,Perf_5,The choreography links well with the music and the rhythm,4
1032,Stem,Perf_5,The transition between one pose and the next are smooth and not forced,3
1032,Stem,Perf_5,The interpreter is able to involve the public,5
1032,Stem,Perf_5,The intepreter makes a satisfying use of the space,3
1032,Stem,Perf_5,The movements performed during the choreography are so natural that resemble human ones,4
1032,Stem,Perf_5,A human dancer would be able to easily reproduce the choreography,5
1033,Stem,Perf_5,The choreography links well with the music and the rhythm,4
1033,Stem,Perf_5,The transition between one pose and the next are smooth and not forced,2
1033,Stem,Perf_5,The interpreter is able to involve the public,4
1033,Stem,Perf_5,The intepreter makes a satisfying use of the space,2
1033,Stem,Perf_5,The movements performed during the choreography are so natural that resemble human ones,2
1033,Stem,Perf_5,A human dancer would be able to easily reproduce the choreography,4
1034,Stem,Perf_5,The choreography links well with the music and the rhythm,4
1034,Stem,Perf_5,The transition between one pose and the next are smooth and not forced,4
1034,Stem,Perf_5,The interpreter is able to involve the public,2
1034,Stem,Perf_5,The intepreter makes a satisfying use of the space,4
1034,Stem,Perf_5,The movements performed during the choreography are so natural that resemble human ones,4
1034,Stem,Perf_5,A human dancer would be able to easily reproduce the choreography,4
1035,Stem,Perf_5,The choreography links well with the music and the rhythm,2
1035,Stem,Perf_5,The transition between one pose and the next are smooth and not forced,2
1035,Stem,Perf_5,The interpreter is able to involve the public,2
1035,Stem,Perf_5,The intepreter makes a satisfying use of the space,3
1035,Stem,Perf_5,The movements performed during the choreography are so natural that resemble human ones,2
1035,Stem,Perf_5,A human dancer would be able to easily reproduce the choreography,2
1036,Stem,Perf_5,The choreography links well with the music and the rhythm,3
1036,Stem,Perf_5,The transition between one pose and the next are smooth and not forced,3
1036,Stem,Perf_5,The interpreter is able to involve the public,5
1036,Stem,Perf_5,The intepreter makes a satisfying use of the space,2
1036,Stem,Perf_5,The movements performed during the choreography are so natural that resemble human ones,4
1036,Stem,Perf_5,A human dancer would be able to easily reproduce the choreography,5
1037,Stem,Perf_5,The choreography links well with the music and the rhythm,3
1037,Stem,Perf_5,The transition between one pose and the next are smooth and not forced,2
1037,Stem,Perf_5,The interpreter is able to involve the public,2
1037,Stem,Perf_5,The intepreter makes a satisfying use of the space,2
1037,Stem,Perf_5,The movements performed during the choreography are so natural that resemble human ones,2
1037,Stem,Perf_5,A human dancer would be able to easily reproduce the choreography,4
1038,Stem,Perf_5,The choreography links well with the music and the rhythm,5
1038,Stem,Perf_5,The transition between one pose and the next are smooth and not forced,5
1038,Stem,Perf_5,The interpreter is able to involve the public,5
1038,Stem,Perf_5,The intepreter makes a satisfying use of the space,2
1038,Stem,Perf_5,The movements performed during the choreography are so natural that resemble human ones,5
1038,Stem,Perf_5,A human dancer would be able to easily reproduce the choreography,5
1039,Stem,Perf_5,The choreography links well with the music and the rhythm,4
1039,Stem,Perf_5,The transition between one pose and the next are smooth and not forced,3
1039,Stem,Perf_5,The interpreter is able to involve the public,4
1039,Stem,Perf_5,The intepreter makes a satisfying use of the space,3
1039,Stem,Perf_5,The movements performed during the choreography are so natural that resemble human ones,2
1039,Stem,Perf_5,A human dancer would be able to easily reproduce the choreography,4
1040,Stem,Perf_5,The choreography links well with the music and the rhythm,5
1040,Stem,Perf_5,The transition between one pose and the next are smooth and not forced,2
1040,Stem,Perf_5,The interpreter is able to involve the public,5
1040,Stem,Perf_5,The intepreter makes a satisfying use of the space,5
1040,Stem,Perf_5,The movements performed during the choreography are so natural that resemble human ones,5
1040,Stem,Perf_5,A human dancer would be able to easily reproduce the choreography,5
1041,Stem,Perf_5,The choreography links well with the music and the rhythm,1
1041,Stem,Perf_5,The transition between one pose and the next are smooth and not forced,3
1041,Stem,Perf_5,The interpreter is able to involve the public,4
1041,Stem,Perf_5,The intepreter makes a satisfying use of the space,3
1041,Stem,Perf_5,The movements performed during the choreography are so natural that resemble human ones,2
1041,Stem,Perf_5,A human dancer would be able to easily reproduce the choreography,5
1042,Stem,Perf_5,The choreography links well with the music and the rhythm,2
1042,Stem,Perf_5,The transition between one pose and the next are smooth and not forced,4
1042,Stem,Perf_5,The interpreter is able to involve the public,5
1042,Stem,Perf_5,The intepreter makes a satisfying use of the space,4
1042,Stem,Perf_5,The movements performed during the choreography are so natural that resemble human ones,4
1042,Stem,Perf_5,A human dancer would be able to easily reproduce the choreography,4
1043,Stem,Perf_5,The choreography links well with the music and the rhythm,5
1043,Stem,Perf_5,The transition between one pose and the next are smooth and not forced,5
1043,Stem,Perf_5,The interpreter is able to involve the public,5
1043,Stem,Perf_5,The intepreter makes a satisfying use of the space,5
1043,Stem,Perf_5,The movements performed during the choreography are so natural that resemble human ones,5
1043,Stem,Perf_5,A human dancer would be able to easily reproduce the choreography,5
1044,Stem,Perf_5,The choreography links well with the music and the rhythm,4
1044,Stem,Perf_5,The transition between one pose and the next are smooth and not forced,3
1044,Stem,Perf_5,The interpreter is able to involve the public,1
1044,Stem,Perf_5,The intepreter makes a satisfying use of the space,1
1044,Stem,Perf_5,The movements performed during the choreography are so natural that resemble human ones,1
